userName,score,at,content
buddy librata,5,2024-07-08 06:21:04,good company
ENI DESRIYANTI,2,2024-07-08 06:03:41,kasi 5 next
Kaisar Abdan Syakuro,5,2024-07-08 05:54:57,gokilll !!!
Hana Z.H,5,2024-07-08 03:51:05,Sangat membantu 🙏🏼😊
Daman Mini,2,2024-07-08 02:30:04,Maaf tak kasih 2 bintang dulu soalnya udh bnyk masukin lamaran tpi belum ada satu pun yg di respon
Humaedi,5,2024-07-08 00:40:49,Baru lulus SMK
Asep Sumarno,5,2024-07-07 23:54:23,sangat membantu
Dasep Darwin,4,2024-07-07 14:35:39,sangat membantu dalam mencari pekerjaan
Waris Sutomo,5,2024-07-07 14:30:32,mantap.
Amir Hydra,5,2024-07-07 13:31:15,selalu update dan info yg di berikan akurat
agung nugroho,5,2024-07-07 13:29:14,mudah mudahan bisa dapet kerja
Ivank Lala,5,2024-07-07 12:07:18,Semoga Halal dan Barokah
Denni Darmawan,5,2024-07-07 11:49:14,ok
Bocil Galau,5,2024-07-07 07:27:08,ok
Dhy Amsikan,5,2024-07-07 04:48:29,sangat membantu
Hary Prianto,5,2024-07-07 03:52:47,sya berharap besar bisa mendapatkan pekerjaan di Glints ini.
#R B T J.,5,2024-07-06 14:20:45,bermanfaat
Suci Suci,2,2024-07-06 11:35:36,blum tau gimana ni hasilnya tapi saya akan mencobanya lagi karena agak eror aplikasinya
Riki Sapna,4,2024-07-06 07:48:03,ok
Adian Sumarlin,5,2024-07-06 06:12:29,terbaik
Baskara Abiyu,5,2024-07-06 04:27:22,lumayan cari bisa cari sibuk disini
Irwan Syah,3,2024-07-06 03:53:58,banyakin reference worknya
Wiliy Eka,5,2024-07-06 02:31:19,terima kasih
Agnes Toto,5,2024-07-06 01:41:45,sangat baik
Adel Ruyadi,4,2024-07-06 00:46:37,membantu
Nurhidayat,5,2024-07-05 14:28:10,keren
Yanto Bae,4,2024-07-05 14:16:20,sangat membantu
Syrfh RzaaMasturah,3,2024-07-05 12:50:52,masih baru di coba kasih bintangnya 3 dulu :)
Hizam Fikri Aditama,5,2024-07-05 11:46:00,terimakasih sudah memudahkan dan membantu saya mendapatkan pekerjaan yang sesuai dengan kemampuan saya.
Ismail Anugerah,5,2024-07-05 11:37:35,Apk nya bagus tapi apa gk ada yg buat lulusan SD kaya saya 🙏
brian muhamad,5,2024-07-05 08:09:44,💸
Ren Di,5,2024-07-05 07:24:41,apk nya bagus
andri dwi cahyo,5,2024-07-05 07:11:18,good
Siutu Gowasa,5,2024-07-05 04:47:39,"Aplikasinya sangat bagus, jobseeker bisa langsung chat ke HRD perusahaan. Saran tolong ditambahkan fitur pencarian nama perusahaan yg buka loker, kemudia iklan loker harusnya dibuat estimasi expired date karena banyak HRD tdak perduli php jobseeker. Status tahap komunikasi, wawancara dan skill/psikotest tahap ini tidak ada info kelanjutan sampe berbulan2."
Ari Al Buchori,5,2024-07-05 03:37:46,praktis dan update
Fuad anisul,5,2024-07-05 02:47:01,membantu mencari informasi
Pijayy Pariss,5,2024-07-05 02:42:05,bagus dan menambah wawasan
Jumhar Mahar,4,2024-07-05 02:16:16,untuk sementara baik
Ryas Alfayed,5,2024-07-05 02:09:37,mantaaaap
Yudha Aditya,5,2024-07-05 01:59:43,Aplikasi ini sangat bermanfaat
Asmaulhusna P. Poha,5,2024-07-04 22:53:03,Mantap
andalanta shopp,5,2024-07-04 16:39:28,"Terimakasih untuk aplikasi sangat membantu, saya bisa dapat pekerjaan dari aplikasi glints. Semoga semakin baik lagi pelayanan"
Raidah Rahmatul,2,2024-07-04 13:07:48,keren
Restu suka damai Waruwu,5,2024-07-04 09:46:36,sangat baik
Octavia Kristian,1,2024-07-04 08:36:55,Tolong mempeluas daerah kopo bandung
Aris Kurniawan,5,2024-07-04 07:25:44,ok
Arnol Nili,5,2024-07-04 06:10:10,Luarrr biasaaa
Qetty Chodijah,5,2024-07-04 04:31:47,Bagus
Kantongkost Kantongkost,5,2024-07-04 03:45:56,good
Mahalini Naturi,4,2024-07-04 02:07:04,Smoga muda mencari pekerjaan
Putrasenja Putra,5,2024-07-04 01:42:02,aplikasi yang sangat baik
aditya syayendra,5,2024-07-03 22:47:16,"over all, good"
Yesti Zebua,5,2024-07-03 17:09:40,sangat bermanfaat
fairuz 170617,4,2024-07-03 15:20:32,membantu
Siti Marlina,5,2024-07-03 14:29:34,bismillah ya aku baru download
Mandowen Sara,5,2024-07-03 13:55:08,sangat membantu sekali buat kita yang jauh di papua bisa mencari lowongan keluar daerah mencari pengalaman ke luar daerah dan keluar dri zona nyaman
Thaufik Arios,5,2024-07-03 13:52:47,ok
rio utsman,2,2024-07-03 13:21:01,Di pengaturan bahasa saya kok gak bisa diubah ke bahasa indo min
RENDY SAPUTRA,5,2024-07-03 12:54:31,Responsif
Oman On-off,5,2024-07-03 12:03:34,baik
Triatmojo Pangestu,5,2024-07-03 09:43:56,Excellent
aditya fikri,1,2024-07-03 04:19:04,tidak ada pekerjaan di kota Palembang
bagus m yusuf,5,2024-07-03 04:09:12,cukup baik
Indra Agu,5,2024-07-03 03:16:36,manatap
Yuuki Vtuber,2,2024-07-03 02:16:04,Woi KNP setiap Ku Lamar kerja Malayan di tolak terus Padahal sudah pengalaman kerja juga masih ada di tolak Katanya aplikasi Lowongan kerja Sudah sampe 100 masih di tolak juga Mau loh APA sih haah Dasar aplikasi Lowongan kerja gak guna
Mohamad Syaiful,5,2024-07-03 01:57:26,sangat membantu
Masitah,3,2024-07-02 15:10:00,"Saya tidak mengerti, apakah aplikasi nya terlalu berat atau memang aplikasinya yang terlalu lambat. Untuk memproses masuk aplikasi saja sangat lama"
Ad Riana,4,2024-07-02 13:01:24,semoga beruntung
Harryl Rusta,4,2024-07-02 12:53:04,"Saya merupakan lulusan S1 Sosiologi universitas Riau dengan IPK 3.45. Saya cukup aktif dalam beberapa kegiatan, perlombaan, dan juga organisasi selama berkuliah. Saya pernah terpilih menjadi perwakilan Fakultas ilmu sosial dan ilmu politik di pemilihan Duta universitas Riau pada tahun 2020 dan meraih penghargaan sebagai pemenang Duta Universitas Riau Favorit"
D S,5,2024-07-02 12:48:54,"bagus, namun saya lamar blm ada jawaban"
Ariep Adiguna,5,2024-07-02 09:20:54,good job
Fathur rohman,5,2024-07-02 08:33:30,good
Rizky Maulana,5,2024-07-02 06:54:04,blm tau kedepannya
fitri riyanti,5,2024-07-02 06:49:06,bagus tapi saya belum ada panggilan kerja
Rizaldi Aldi,5,2024-07-02 04:56:32,Sangat terbantu dari aplikasi glints untuk info kerjaan
jethro Lubis,5,2024-07-02 04:50:54,nice apps
First Leo,1,2024-07-02 04:44:29,"Gak bisa re-set Password yg lupa. Sdh berhasil dpt link re-set Password via Email, tapi saat email dipakai buat masuk kembali ke akun glints kmdn itu email saya dianggap gak valid pd hal itu Email yg sejak pertama dipakai daftar akun glints. Sepertinya glints sedang bermasalah?"
Nurdin M,1,2024-07-02 03:07:54,chat ke hr nya tidak pernah ada balasan
Fendri Anabokay,5,2024-07-01 23:53:24,pelamar kerja
Halimah Halimah,5,2024-07-01 18:46:22,baik
Zaidan Halim,5,2024-07-01 06:27:00,sangat membantu untuk semua org yg membutuhkan banget
Bagus Pamuji,4,2024-07-01 03:45:42,sangat membantu dan mudah
Adi Sugiono,5,2024-07-01 02:35:24,good
viana febrianti,5,2024-07-01 02:11:33,sangat bermanpaat
Vhe 28,4,2024-07-01 02:09:07,semoga membantu
play bambi,5,2024-07-01 01:50:09,terbaik
Suparno Parno,2,2024-07-01 01:18:53,Tolong dong dibantu...sampai sekarang saya blom juga kerja2...lamaran nya doang kerja nya tidak..🤦 sekalian ada panggilan pakai uang admin...😡😡
Doddi Lavista,5,2024-06-30 16:20:55,membantu sekali
Dimus Patri,1,2024-06-30 04:47:06,masih dalam proses
Ozil Punya,5,2024-06-30 02:00:21,Sangat bagus
Hakim Firdaus,5,2024-06-29 22:51:54,good
Drl Deril,5,2024-06-29 20:59:59,APLIKASI INI SANGAT MEMBANTU UNTUK KOMUNIKASI DAN PERKERJAAN
Andry Wijaya,4,2024-06-29 17:04:59,keren
Aulia Septyani,5,2024-06-29 13:55:05,baguss sekali membantu sekali
Jumali Komboran,2,2024-06-29 12:07:14,Aplikasinya bagus saya tertarik untuk bergabung bisnis .
bahri 07,3,2024-06-29 11:58:29,mantap
Aigo Iso,4,2024-06-29 08:31:15,good
Mada Luan,5,2024-06-29 06:39:38,sangat membantu
Mul Wiwid,4,2024-06-29 05:41:17,"3 bintang dulu,kalo ada yg menerima saya bekerja,saya lgs kasih bintang 5,🙏"
adi murhadi,5,2024-06-29 02:36:21,ok
Andriansyah Yusuf,5,2024-06-29 02:06:39,bagus apk nya
Mamat Mutakin,4,2024-06-29 02:01:18,oke
Irpan Ipan,5,2024-06-28 17:23:50,"Ok,aplikasi Glints"
Ferhan Wijaya,5,2024-06-28 12:58:30,sangat membantu
bagus bijak,5,2024-06-28 11:17:36,sangat pembantu
Ahmad Alkahfi,4,2024-06-28 10:26:20,keren
Dudu Solahudin,5,2024-06-28 08:01:22,lowongan kerja di Glinds mantap
Imroatul Hasanah,5,2024-06-28 05:06:45,very good
Akhmad Khoir Altaffiro,5,2024-06-28 04:27:14,b aj
Taufik Fadillah,5,2024-06-28 02:54:57,Sangat Baik
Diana Fatmawati,2,2024-06-28 01:23:46,Aneh gua satu pun lamaran GK ada yang kepangil
zakaria zack,5,2024-06-28 00:22:03,👍👍👍👍👍
Ashari Ari,4,2024-06-28 00:02:52,selalu update yg terbaru loker kerja nya ya
vino hariadi,4,2024-06-27 15:42:53,bagus
ERIK ARIANSYAH,5,2024-06-27 13:22:27,Aplikasi sangat membantu yg membutuhkan pekerjaan
Rifki Fadjri,5,2024-06-27 13:21:49,good
Arga Neva,1,2024-06-27 12:14:19,Aplikasi tolol daftar jadi perusahaan yg mau rekrut malah di persulit
Dodi Saputra,5,2024-06-27 11:07:29,Bermanfaan dan membatu pencari kerja
Dadi Setiawan,5,2024-06-27 10:14:02,ok
Bayu Setiawan,5,2024-06-27 06:39:35,sangat membantu para pencari kerja
Boy Daniel Marpaung,1,2024-06-27 03:33:12,"Maaf buat UI nya sekarang berat banget. Kasih rate *1. Ntar kalo ga sering keluar tiba² atau udah ga lag lagi, baru kasih *5"
Tofan Mutaqin,2,2024-06-27 02:34:40,"Fungsi Filter tidak berguna, mau menampilkan loker di jakarta, malah muncul banyak yg diluar kota"
Vika Nurjannah,5,2024-06-27 02:30:33,"UPDATE MULUUUU, SEBULAN SEKALI KAH APLIKASINYA KUDU UPDATE?"
Fai Akhmad,5,2024-06-27 01:50:18,yesss memuaskan
Dodi Saputra,5,2024-06-26 23:39:23,Semoga bisa membantu
Agus Wahyu Widayat,2,2024-06-26 12:52:34,"Masih banyak yang perlu diperbaiki, contoh kita sudah pilih option kota/daerah yang diinginkan, job dan range salary, tapi resultnya keluar semua lowongan tersebut dari semua daerah dan range salary juga dari nol keluar semua. Seolah olah option yang dicantumkan tidak ada arti. Jadi kita disajikan data random. Sangat tidak effisien. Beda dengan aplikasi sebelah."
Ghanes Gunansyah,5,2024-06-26 12:00:42,mudah dimengerti
asep maulana,5,2024-06-26 09:44:12,semoga segera mendapatkan pekerjaan
Malta Muhtar,5,2024-06-26 08:01:30,sangat membantu
Daeng Manaick,2,2024-06-26 07:53:27,kurang puas denga aplikasi ini karena saat pencarian skill tidak dapat di temukan padahal skil ku sebagai sopir Driver
Dedi Rosadi,5,2024-06-26 07:34:39,bagus
Yanti Pku,5,2024-06-26 07:15:31,"semoga diterima ya kerja nya,app nya bagus sekali"
Faza Febry,4,2024-06-26 07:12:59,bagus
Robin,1,2024-06-26 06:33:53,Lowongan sesuai lokasi sedikit
Dewi Anggraini,4,2024-06-26 05:29:04,Kenapa waktu mau upload cv selalu gagal mulu dan kembali ke beranda awal lagi mohon bantuannya dong udh berkali Kali tetep gabisa
sunarthoz athoz,4,2024-06-26 03:32:34,glins.sangat membantu mencari pekerjaan. dan mudah d gunakan untuk melamar. tahank glints is the best
Nasrul Pane,4,2024-06-26 00:46:15,bagus
Ardian Rianto,5,2024-06-25 23:30:40,baguuus
Govinda_fsta01 Boy,5,2024-06-25 10:22:30,baru usaha awal
Bella,5,2024-06-25 10:04:38,baikk sekali
Ardi Djatmiko,4,2024-06-25 02:51:48,keren
HCO_MUHAMAD ALI SUNAN,1,2024-06-25 02:24:23,Lamaran pekerjaan banyak yang sudah tutup tapi tetep ditampilkan
Enggarsatya Yudhardhana,1,2024-06-24 21:32:38,Notifikasi nya telat sehingga saya terlambat untuk pemberitahuan interview.
Jansen Hutahayan,4,2024-06-24 15:17:43,wooww
RUDI489 CHANNEL,5,2024-06-24 13:52:37,"aplikasi nya keren, fasilitasnya sangat membantu mendapatkan kerja"
Joni Hidayat,5,2024-06-24 11:51:56,Sangat bermanfaat
Haniya and Ayisa,5,2024-06-24 08:26:27,Trimakasi dengan aflikasi ini kami jadi mudah mencari lowongan kerja trimakasi
Hardi Ansyah,5,2024-06-24 05:55:55,bagus wadah pencari kerja terupdate sangat membantu buat yang mencari pekerjaan
Munawir gazali,5,2024-06-23 16:37:30,Sejauh ini cukup bagus
SULTON,5,2024-06-23 08:19:38,Baru install besok langsung berangkat kerja njirrr😭🗿
Calvin Gilang,4,2024-06-23 08:07:49,moga dapet kerja yang baik halal aamiin
kudun dani,5,2024-06-23 07:23:42,good buat freshgraduate
Anggun Tralala,5,2024-06-23 06:41:27,informasinya sangat membantu
Iman kurniawan,5,2024-06-23 05:05:33,semoga bermanfaat
Kooky Girl,5,2024-06-23 03:50:49,lebih mudah digunakan dibanding yg sebelah
sulfahmi 0201,3,2024-06-23 02:21:39,Pengen kerja kk
Triya TV,5,2024-06-22 16:44:23,goood
Aies Putra,2,2024-06-22 13:44:59,Tolong hilangin preferensi kerjanya dong sama aku cari ptnya gk nemu² padahal aku liat di instagram buka loker pas kiat di aplikasinya gk ada gimana ya?
Tony pradana,4,2024-06-22 08:30:38,kasih 4 dulu kalu bagus saya tambah lg
Irsan Tinova,5,2024-06-22 08:29:26,Top
Apriliansyah Pradiba,5,2024-06-22 03:01:32,bagus
Kamadardiansah,3,2024-06-22 02:06:32,mantep
Palewagau K,5,2024-06-21 17:07:18,Sangat membantu dan memudahkan para calon pelamar
aulia hafid,5,2024-06-21 16:39:15,selalu membantu sesama manusia
putri miranti,5,2024-06-21 14:02:23,Good job
Hary Riyadhy,5,2024-06-21 10:25:08,MNtap
Hadiat Reivan,5,2024-06-21 10:24:18,bagusss
TTK Cristina Pelegia Manurung,5,2024-06-21 10:06:39,bagus
Marvel Gustian,5,2024-06-21 09:51:47,saya senang berkerja di sini ayo segera download aplikasi ini supaya bisa anda mendapatkan uang yang banyak dan juga kita mendapatkan pengalaman yang baik dan benar supaya kita dapat melihat bahwa ada di Indonesia dan juga kita mendapatkan uang dari hasil download glints yang baik dan benar kita ini harus cepat kaya dengan aplikasi ini dan bijak untuk mengunakan hasil dari ini dan benar jadi kita harus berkerja disi dengan aplikasi ini juga kita mendapatkan uang yang banyak dan baik digunakanlak
Abdul Aziz,4,2024-06-21 09:44:08,mantaf
Wahyu Hidayat,5,2024-06-21 02:53:07,"Sudah min bisa saya atasin sendiri, sukses selalu"
Syamsul Fuad,5,2024-06-21 02:14:38,terima kasi ada aplikasi ini sangat membantu
Iwan Setiawan,5,2024-06-20 16:40:19,Baru nyoba
ahmad faiq,3,2024-06-20 08:08:58,"Mohon di bantu min,,, saya pilih loker untuk khusus jakarta yg muncul malah daerah lain semua,,, mohon diperbaiki 🥴"
Achil hermawan,5,2024-06-20 02:47:43,bagus
Mega Larashati123,5,2024-06-20 02:30:03,Ok
GANI PUTRA S CHANNEL,5,2024-06-20 01:36:57,semoga saja aplikasi ini bisa membantu saya yang sedang menganggur.
Matt Virgo,5,2024-06-19 12:03:06,"sangat membantu sekali, bagi yang lagi cari lowongan..."
Nabil Bil,4,2024-06-19 11:44:23,sengat baik banyak lowongan kerja
Heny Aryati,5,2024-06-19 11:35:12,banyak pilihan.bagus
yulifati123 123,1,2024-06-19 01:45:52,lama sekala resposn
Taufik Hidayat,5,2024-06-18 18:21:45,exellent
Herman Saputra,4,2024-06-18 15:42:39,bagus
Udin Chusnul,5,2024-06-18 13:49:37,interaksi langsung dgn hrd
Najwa Durahman,3,2024-06-18 12:00:15,saya berterima kasih jika bisa diterima
Angga Nugraha,2,2024-06-18 08:25:33,semoga membantu
Haidar Ali,5,2024-06-18 08:15:52,sangat baik
Anne Aisyam,5,2024-06-18 07:46:07,sangat puas
Herman Syah,5,2024-06-18 06:41:52,bagus
Hp Baru,4,2024-06-17 14:37:12,tolong jangan menipuya
Nova aurel lia natasya Yen,3,2024-06-17 12:36:35,bagus tapi blm dapet uang nya gimana Cara nya
Bayu Sofyan Ardiansyah86,3,2024-06-17 12:04:43,saya kasih 3 bintang dulu ya
Diar Febian,5,2024-06-17 10:52:28,baik
Sir Tafara,5,2024-06-17 06:41:07,"Good application for searching for jobs, recommend it much"
RADEN BASKORO,5,2024-06-17 03:27:08,dapat mambantu dlm mencari kerja yg diinginkan
Serlin Daro,1,2024-06-16 16:38:18,sangat bagus
Nardi Hot30,5,2024-06-16 13:49:43,sangat membantu
Yana Setiana,5,2024-06-16 13:31:48,Ok
Fathul mubin,5,2024-06-16 07:46:01,ok
Dasep Bocil,5,2024-06-16 06:24:36,Bagus
Arif Trianggono,5,2024-06-16 02:12:21,baik dan komitmen
Nyai Sutinah,4,2024-06-16 00:40:24,lumaya
faiz ramadhan,5,2024-06-15 20:42:10,ok
Bo Y,5,2024-06-15 16:47:51,baik
Muhamad Lahtif,3,2024-06-15 15:32:27,semoga dapat pekerjaan disini aamiin
Irwansyah Irwan,5,2024-06-15 14:19:25,sangat bagus sekali dan sempurna
kenniya willy1,4,2024-06-15 12:51:36,segini dlu bintang nya kalo beneran dapet kerjaan dari glint baru saya kasih full bintang nya
Andy Syaputra,2,2024-06-15 12:10:54,"Aplikasinya bagus sih tapi untuk daerah di Jawa saja lowongan kerja banyak Tapi untuk Sulawesi jarang ada loker,"
Andira Agustian,5,2024-06-15 11:57:52,"Terpercaya,Dan cepat mendapat responsif dari HRD perusahaan."
Fandi Aziz P,5,2024-06-15 11:54:35,"Terimakasih telah membuat aplikasi ini, saya sangat terbantu. Alhamdulillah saya dapat pekerjaan melalui aplikasi ini."
Robie Triadmo,1,2024-06-15 07:45:26,"aplikasi apaan ini, gak update sama sekali, loker sudah ditutup masih ditampilkan..parah"
munawir unani,4,2024-06-15 07:01:23,mudah²an membantu
Muh Nuransur,5,2024-06-15 06:23:08,sangat membantu untuk pencari kerja
Ariarwendi Ari,5,2024-06-15 05:32:22,sangat membantu bagi orang yang mencari pekerjaan
ALTHAF Tzy,5,2024-06-15 03:07:12,menbatu aku
Prescilia,2,2024-06-15 02:28:18,"Bisa gak kalo perusahaan yg udh kita lamar di filter dari pt yg belum kita lamar? Trus difilter jg yg gak kterima pt kalo bisa ada di calon plamar ada fitur blokir jadi kita gak akn ngliat pt itu lg saat kita mncari lowker. Satu lg, mnding pt gak usah ada fitur jwb deh kalo emg pt gak qualified, saya yg jelas² punya pngalaman tsb diksh alasan klasik, gak punya skill tsb. Klo mau kasih alasan tuh cerdas dikitlah, cari alsan² pngalihan sma anak psikologi ckckck. Tlg di noted ya saran saya. Thx"
Dewi Yulianti,5,2024-06-15 02:11:16,lumayan
Rizky Pratama,5,2024-06-14 20:13:40,sangat membantu
Annisa,5,2024-06-14 13:35:21,bagusss
Bilal Ababil,2,2024-06-14 11:54:16,Hapus akun di apk Glints susah amat tolong perbaiki penghapusan akun jangan di pake ribet
Ana Kasumi,3,2024-06-14 11:47:31,"Tolong kepada HRD please beritahu status sama jobseeker setelah interview jangan hilang gitu aja, kasihan jobseeker udah kasih ekspektasi keterima kerja!!! Minimal kasih tau terima/gak!!!dan juga jangan bawain berkas lamaran dari jobseeker dikira bakal keterima!!kalian kira cetak foto maupun print gratis!!!"
Rahmat Bk99,5,2024-06-14 11:26:36,semoga menjadi keberkahhan
Yesa Tapa tirta,3,2024-06-14 06:00:03,rada Laen be Amun ndek transper data
elas,3,2024-06-14 04:44:10,kenapa aplikasinya ga bisa dibuka ya??saya sedang komunikasi dengan hrd
Elvira Bella,5,2024-06-14 03:19:22,"Aplikasinya bagus, mudah di gunakan dan sangat membantu untuk pencarian info lowongan kerja."
Best Madan,5,2024-06-13 20:21:01,bagus sih tapi belum tau hasilnya gimana soalnya aku baru coba aplikasi nya gak ribet
Ayu Kartini07,5,2024-06-13 16:56:55,good
Andika Putra,5,2024-06-13 15:31:42,good
Basri onoy Basri onoy,2,2024-06-13 14:29:30,Bagus untuk mencari kerja
Luchman Hakim,5,2024-06-13 14:12:18,good
zea zata,5,2024-06-13 13:48:15,BAGUS BGT
Andrey Harianja,5,2024-06-13 13:24:08,mntap
Muhammad Memen,5,2024-06-13 13:15:24,Operator
Gusti Ngurah,5,2024-06-13 10:59:13,saya langsung kasih bintang 5
Nurul Qalby,5,2024-06-13 09:58:55,"Mohon perbanyak lowongan lagi, jangan hanya di jabodetabek"
Kapak Hitam,5,2024-06-13 09:56:14,terbaik buat mencari pekerjaan
Adhyt Dacoztha,4,2024-06-13 07:32:18,bagus
Sunandi,5,2024-06-13 06:12:27,ok
Neng Ziah,3,2024-06-13 05:28:57,lumayan bagus
Eko Setiawan,5,2024-06-13 02:53:36,baik sekali
Budi Prasetyo,5,2024-06-13 01:52:36,mantap
Mathias Sel,5,2024-06-13 00:17:42,bermanfaat
M Hidayat,5,2024-06-12 17:38:00,Glint sangat dipercayai
Sinema Takya,5,2024-06-12 17:23:40,Aplikasi sangat simpel
Abib Rohman,5,2024-06-12 16:05:50,samgat bagusss
Azka Putra,5,2024-06-12 12:56:28,Mantap
Doni Alkon,5,2024-06-12 10:55:22,oke
Sufi Yati,4,2024-06-12 07:57:10,ok semoga membantu
Erba Saputra,5,2024-06-12 07:52:09,IYA SALAM ADA BAIK SALAM ADA PERSAHABATAN BR/DR/MR:ERBA SAPUTRA ST (ST) (MT)
Andika Priyadi,5,2024-06-12 06:26:36,Sangat membantu
Erna Dwipariyanto,4,2024-06-12 06:22:17,sulit
Hasnaul Ikhtarosa,3,2024-06-12 06:05:19,For the past 1 year I haven't gotten a job from Glints. For now I will give it three stars.
Wheheh 01,5,2024-06-12 03:36:30,sangat membantu
Ridwan Iwan,5,2024-06-11 21:27:36,sangat membantu untuk cari kerjaan. . cuman masih proses lamarannya.
Sil T,5,2024-06-11 17:29:27,sangat membantu mencari pekerjaan
muhammad alfian,5,2024-06-11 15:26:13,good
Agung Prabowo,3,2024-06-11 14:15:35,Aku coba dulu ya kak klo akun grints aku gak logout aku kasih bintang lima deh
Medi Hartanto,5,2024-06-11 13:09:57,Oke
ragil saputra,3,2024-06-11 12:13:49,baik
Nur Awalya,5,2024-06-11 11:07:29,sangat bagus sekali 😘
Ibad Alya Arsyila,3,2024-06-11 09:53:19,bagus tapi saya belum keterima
asep ginanjar,5,2024-06-11 09:44:20,keren
Muhammad Adhi,5,2024-06-11 07:40:25,Cepat mendapatkan panggilan interview daripada menggunakan apk yang lain
Maniti Sihotang,4,2024-06-11 06:36:23,memudahkan kita buat melamar
Indarto Prasetyo,5,2024-06-11 06:11:26,i like it
Handry Nuggraha,5,2024-06-11 04:54:27,bagus
Ajat Bandung,2,2024-06-11 04:50:16,Manfaat lumayan lah
Zlatan Ibrahimovic,5,2024-06-11 04:34:43,membantu
Usman Usman,5,2024-06-11 02:42:41,ok. sukses
Sprkr Gold,5,2024-06-11 02:03:55,Mantap
Indonesia Dangerous Squad,5,2024-06-11 02:01:42,"Masih sedikit kesulitan dalam mencari lowongan pekerjaan berdasarkan domisili. harusnya diberikan fitur untuk mencari semua kriteria lowongan pekerjaan tanpa harus menspesifikasikan pada 1 atau 5 kriteria pada satu domisili, sehingga seluruh loker yg ada pada domisili terkait dimunculkan. pada website bisa, namun pada aplikasi tidak bisa. mungkin bisa menjadi pertimbangan untuk kedepannya."
Dewisetiawati Dewi,5,2024-06-11 01:51:55,bagus banget
Muhammad adam,5,2024-06-10 21:29:51,jos
Aas abol Abol aas,5,2024-06-10 17:41:06,top
Ria 2021,4,2024-06-10 12:47:56,sangat cocok
Khusmia Arisbaya,5,2024-06-10 12:11:54,tampilannya lebih mudah dimengerti dan tidak ribet
I NYOMAN TARMADI,5,2024-06-10 11:27:46,aplikasi bagus buat cari kerja
Septi Wulansari,5,2024-06-10 10:41:26,sangat bagus
Rahmat Andtean Rahmat,5,2024-06-10 09:07:22,layanan mantap
Nurdiyanto,5,2024-06-10 08:52:23,"Kasih 5 aja dulu , belum tau hasilnya."
Herman Fringerstyle,3,2024-06-10 05:18:04,terlalu ribet
ardy anto,5,2024-06-10 03:50:53,good
matheis talaksoru,5,2024-06-09 19:57:55,Muungkin aplikasi ini dapat membantu saya mendapatkan pekerjaan.
Muhamad Andri,3,2024-06-09 15:40:21,lumayan bagus
Toton Toton,2,2024-06-09 11:34:09,Yg dipanggil ga sesuai rata2nya
fuadfauzi motovlog,5,2024-06-09 10:04:04,Bismillah semoga keterima kerja
Mochamad Achwan,4,2024-06-09 04:53:31,bagus ada fitur bs kirim chat sblm melamar baru download dan baru mencoba..semoga sesuai harapan.terimakasih
Siti Ayu Rosida,5,2024-06-09 03:57:38,"Terima kasih Glints, prosesnya benar-benar cepat, langsung to do point dengan HRD, notif lolos atau tidaknya langsung saat itu juga. Saya diterima di perusahaan melalui glints dengan proses kurang dari seminggu. Terima kasih Glints!"
Muhammad Firdaus,5,2024-06-09 02:17:45,sangat membantu
Ria Ricis,5,2024-06-09 00:59:49,semoga loker yg ada valid dan sya bisa menemukan pekerjaan yg sesuai
Sevia kh Sevia khumaira,4,2024-06-08 22:10:25,Baguss
Ridho Illahi,5,2024-06-08 21:49:17,luar biasa dan membantu sekali
Yoga Ardiansyah,5,2024-06-08 15:47:07,sangat percayaka dengan ketentuan ini sangat membantu
Arin Ard,4,2024-06-08 08:01:32,mencari pekerjaan
Edy Suryadi,4,2024-06-08 07:33:12,"Bintang 4 dulu..proses cepat,kl keterima..saya tambahin bintqng nya..👍👍"
Muhammad Fariz,5,2024-06-08 07:00:38,Terima kasih banyak.. Aplikasi yang sangat bermanfaat..
Ikrar Ini,3,2024-06-08 06:39:07,membantu
Silah Udin,5,2024-06-08 06:31:49,OK.
Makhmud Wahyudin,5,2024-06-08 03:25:10,keren
Venomena Jepri,4,2024-06-08 00:06:32,"masih sedikit kurang simple, tapi bagus aplikasinya"
sabri,5,2024-06-07 20:21:16,simple
Yasser Khatami,4,2024-06-07 15:04:15,Tolomg tambahkan filter untuk remote jangan yg kontrak dan part time aja
azis rahmanto,1,2024-06-07 14:31:59,"Saya rasa Glints ini kurang screening mana yang bener2 perusahaan dan mana yang perusahaan abal-abal. Karena saya hari ini dapat interview di PT. Project Solution Logistik dan ada deposit yang perlu disetorkan sebesar 1.700 dan saya deposit kan 150rb krn saya liat yang lain jga beri uang jd saya ikut, untungnya saya cm 150rb. Krn logika saya kerja itu untuk cari uang bukan memberi uang ke perusahaan tersebut, ntah krna aturan deposit sbgai jaminan ntah gimana saya kurang tahu."
Muhammad Anang sastrawan,5,2024-06-07 12:41:16,mantap
opik badrian,5,2024-06-07 11:32:33,Sangat membantu
Warung Sodong2,5,2024-06-07 08:58:35,sangat bagus
LUKMAN S,5,2024-06-07 08:50:00,"Good, and thanks for a new job"
Hayatul Fitria,4,2024-06-07 08:34:26,bisa memantu utk mengejar karir kita
Angraini Arsyad,5,2024-06-07 08:05:02,bagus
Wanti Saja,5,2024-06-07 08:01:36,cool
Fikih Cenel,5,2024-06-07 06:41:35,sangat baik
